Nama,Latitude,Longitude,Kecamatan,Source_URL
"Jembatan TOL Majasuka",-6.6976025,108.2984453,"Sumberjaya","https://www.google.com/maps/place/Jembatan+TOL+Majasuka/data=!4m7!3m6!1s0x2e6ed98ba157a2b5:0xebf02aeaf1a32ae8!8m2!3d-6.6976025!4d108.2984453!16s%2Fg%2F11v5stbb76!19sChIJtaJXoYvZbi4R6Cqj8eoq8Os?authuser=0&hl=id&rclk=1"
"Jembatan perbatasan majalengka sumedang palasah kertajati kabupaten majalengka",-6.698176,108.1250791,"Sukahaji","https://www.google.com/maps/place/Jembatan+perbatasan+majalengka+sumedang+palasah+kertajati+kabupaten+majalengka/data=!4m7!3m6!1s0x2e6ed5e1f2f1cc79:0xd53f1f1e3850dd65!8m2!3d-6.698176!4d108.1250791!16s%2Fg%2F11v6425tv2!19sChIJeczx8uHVbi4RZd1QOB4fP9U?authuser=0&hl=id&rclk=1"
"Jembatan Beber Randegan",-6.6614856,108.2416696,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Beber+Randegan/data=!4m7!3m6!1s0x2e6ed9feee7d0fb7:0x67f7477fd92f86d9!8m2!3d-6.6614856!4d108.2416696!16s%2Fg%2F11dxjwd1y3!19sChIJtw997v7Zbi4R2YYv2X9H92c?authuser=0&hl=id&rclk=1"
"Jembatan Cisambeng",-6.7798602,108.2603204,"Sukahaji","https://www.google.com/maps/place/Jembatan+Cisambeng/data=!4m7!3m6!1s0x2e6f27fa3919ea55:0x6797ec68e380d8eb!8m2!3d-6.7798602!4d108.2603204!16s%2Fg%2F11vhy4dw4t!19sChIJVeoZOfonby4R69iA42jsl2c?authuser=0&hl=id&rclk=1"
"Eks jembatan kereta kadipaten",-6.7660244,108.172925,"Panyingkiran","https://www.google.com/maps/place/Eks+jembatan+kereta+kadipaten/data=!4m7!3m6!1s0x2e6f29004c62103b:0xb33c511d5643db61!8m2!3d-6.7660244!4d108.172925!16s%2Fg%2F11z5d7f_zx!19sChIJOxBiTAApby4RYdtDVh1RPLM?authuser=0&hl=id&rclk=1"
"Jembatan Cisuminta",-7.0424837,108.3363257,"Talaga","https://www.google.com/maps/place/Jembatan+Cisuminta/data=!4m7!3m6!1s0x2e6f3f002bcc3ee9:0x779a0a051f86ceb7!8m2!3d-7.0424837!4d108.3363257!16s%2Fg%2F11zkd7_fby!19sChIJ6T7MKwA_by4Rt86GHwUKmnc?authuser=0&hl=id&rclk=1"
"Jembatan Cihagir",-7.0173103,108.3638409,"Cingambul","https://www.google.com/maps/place/Jembatan+Cihagir/data=!4m7!3m6!1s0x2e6f3f9af6e00463:0x248029e1cd26f005!8m2!3d-7.0173103!4d108.3638409!16s%2Fg%2F11f5_kp65x!19sChIJYwTg9po_by4RBfAmzeEpgCQ?authuser=0&hl=id&rclk=1"
"jembatan sindang panji",-7.0139137,108.3771645,"Cikijing","https://www.google.com/maps/place/jembatan+sindang+panji/data=!4m7!3m6!1s0x2e6f3f00064657e1:0xe98e8cfa923e1a2d!8m2!3d-7.0139137!4d108.3771645!16s%2Fg%2F11w1pyjls4!19sChIJ4VdGBgA_by4RLRo-kvqMjuk?authuser=0&hl=id&rclk=1"
"Jembatan Gantung PT. Telkom kerjasama KODAM III Siliwangi",-6.9915474,108.3004959,"Talaga","https://www.google.com/maps/place/Jembatan+Gantung+PT.+Telkom+kerjasama+KODAM+III+Siliwangi/data=!4m7!3m6!1s0x2e6f3902731f85b1:0x2f2406b6646a6ace!8m2!3d-6.9915474!4d108.3004959!16s%2Fg%2F11tjkflskm!19sChIJsYUfcwI5by4RzmpqZLYGJC8?authuser=0&hl=id&rclk=1"
"Sasak Gantung",-6.7535659,108.2343631,"Panyingkiran","https://www.google.com/maps/place/Sasak+Gantung/data=!4m7!3m6!1s0x2e6f2980295adc57:0xa53751abe2d529c1!8m2!3d-6.7535659!4d108.2343631!16s%2Fg%2F11n18hfgfk!19sChIJV9xaKYApby4RwSnV4qtRN6U?authuser=0&hl=id&rclk=1"
"Bawah jembatan",-6.7349268,108.2582317,"Sukahaji","https://www.google.com/maps/place/Bawah+jembatan/data=!4m7!3m6!1s0x2e6ed9c86179495b:0x25736af8b94b9669!8m2!3d-6.7349268!4d108.2582317!16s%2Fg%2F11shjksmmp!19sChIJW0l5YcjZbi4RaZZLufhqcyU?authuser=0&hl=id&rclk=1"
"Jembatan Cisambeng I",-6.7217541,108.2930044,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Cisambeng+I/data=!4m7!3m6!1s0x2e6ed88c3b5e5657:0x5a8f09c832f3d1be!8m2!3d-6.7217541!4d108.2930044!16s%2Fg%2F11dxjh1507!19sChIJV1ZeO4zYbi4RvtHzMsgJj1o?authuser=0&hl=id&rclk=1"
"Jembatan Kesejahteraan",-6.6959262,108.2852659,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Kesejahteraan/data=!4m7!3m6!1s0x2e6ed97fd3b3a031:0xf6f4987a030b0c6!8m2!3d-6.6959262!4d108.2852659!16s%2Fg%2F11pz4kvc56!19sChIJMaCz03_Zbi4RxrAwoIdJbw8?authuser=0&hl=id&rclk=1"
"Eks Jembatan Kereta Api Cisambeng",-6.72241,108.293117,"Sumberjaya","https://www.google.com/maps/place/Eks+Jembatan+Kereta+Api+Cisambeng/data=!4m7!3m6!1s0x2e6ed90015f1fa77:0xd4b9436b2ada6f8f!8m2!3d-6.72241!4d108.293117!16s%2Fg%2F11y46l6xjs!19sChIJd_rxFQDZbi4Rj2_aKmtDudQ?authuser=0&hl=id&rclk=1"
"Jembatan Nanggereng",-6.7628306,108.333296,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Nanggereng/data=!4m7!3m6!1s0x2e6f21d76d181861:0x9ecc56d645952bb1!8m2!3d-6.7628306!4d108.333296!16s%2Fg%2F11hzx5p4tj!19sChIJYRgYbdchby4RsSuVRdZWzJ4?authuser=0&hl=id&rclk=1"
"Jembatan Putridalem",-6.6383571,108.2498073,"Ligung","https://www.google.com/maps/place/Jembatan+Putridalem/data=!4m7!3m6!1s0x2e6edbd5c6046825:0xc0661cb75fcb4a08!8m2!3d-6.6383571!4d108.2498073!16s%2Fg%2F11p5rdzjc1!19sChIJJWgExtXbbi4RCErLX7ccZsA?authuser=0&hl=id&rclk=1"
"Spot mancing jembatan wanasalam sindupraja",-6.6573239,108.2527978,"Ligung","https://www.google.com/maps/place/Spot+mancing+jembatan+wanasalam+sindupraja/data=!4m7!3m6!1s0x2e6edb0050f2df63:0x58c3069e1a37cb24!8m2!3d-6.6573239!4d108.2527978!16s%2Fg%2F11xcfhh7d_!19sChIJY9_yUADbbi4RJMs3Gp4Gw1g?authuser=0&hl=id&rclk=1"
"Jembatan blok pulo",-6.6191505,108.2729348,"Ligung","https://www.google.com/maps/place/Jembatan+blok+pulo/data=!4m7!3m6!1s0x2e6edb00385bbba5:0x2e45b4f5a77a32c3!8m2!3d-6.6191505!4d108.2729348!16s%2Fg%2F11vrvzpjy7!19sChIJpbtbOADbbi4RwzJ6p_W0RS4?authuser=0&hl=id&rclk=1"
"Spot mancing jembatan baru wanasalam",-6.6551913,108.2605001,"Ligung","https://www.google.com/maps/place/Spot+mancing+jembatan+baru+wanasalam/data=!4m7!3m6!1s0x2e6edb006d4d0951:0xddafd0d779344be!8m2!3d-6.6551913!4d108.2605001!16s%2Fg%2F11xcqkxjzr!19sChIJUQlNbQDbbi4RvkSTdw392g0?authuser=0&hl=id&rclk=1"
"Jembatan Ci JAGO",-6.6583509,108.2172216,"Ligung","https://www.google.com/maps/place/Jembatan+Ci+JAGO/data=!4m7!3m6!1s0x2e6ed151540971c9:0x863f68ab35c91f29!8m2!3d-6.6583509!4d108.2172216!16s%2Fg%2F11krtxsmrj!19sChIJyXEJVFHRbi4RKR_JNatoP4Y?authuser=0&hl=id&rclk=1"
"Bekas Fondasi Jembatan Kereta Cirebon-Kadipaten",-6.7037327,108.3393218,"Sumberjaya","https://www.google.com/maps/place/Bekas+Fondasi+Jembatan+Kereta+Cirebon-Kadipaten/data=!4m7!3m6!1s0x2e6edf00547f8e81:0x12ede36d6f3b91d3!8m2!3d-6.7037327!4d108.3393218!16s%2Fg%2F11xgq4jpmd!19sChIJgY5_VADfbi4R05E7b23j7RI?authuser=0&hl=id&rclk=1"
"TB. Besi Jembatan Merah",-6.6514869,108.2213779,"Kertajati","https://www.google.com/maps/place/TB.+Besi+Jembatan+Merah/data=!4m7!3m6!1s0x2e6ed194d64f0a09:0xf0bf40d49358cc00!8m2!3d-6.6514869!4d108.2213779!16s%2Fg%2F11rwwtl6fl!19sChIJCQpP1pTRbi4RAMxYk9RAv_A?authuser=0&hl=id&rclk=1"
"Samping jembatan pelangi",-6.6528528,108.2845833,"Jatitujuh","https://www.google.com/maps/place/Samping+jembatan+pelangi/data=!4m7!3m6!1s0x2e6edb00052f9f5f:0x8a02a848a2fe609c!8m2!3d-6.6528528!4d108.2845833!16s%2Fg%2F11whh9psbs!19sChIJX58vBQDbbi4RnGD-okioAoo?authuser=0&hl=id&rclk=1"
"Jembatan singlar",-6.7283,108.3012,"Sumberjaya","https://www.google.com/maps/place/Jembatan+singlar/data=!4m7!3m6!1s0x2e6ed912c317bf49:0xa8b3c2195819359f!8m2!3d-6.7283!4d108.3012!16s%2Fg%2F11vbzb72dk!19sChIJSb8XwxLZbi4RnzUZWBnCs6g?authuser=0&hl=id&rclk=1"
"Jembatan Cipacar",-6.7669183,108.3414961,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Cipacar/data=!4m7!3m6!1s0x2e6f219b889daa87:0x1200e54121b7ffc0!8m2!3d-6.7669183!4d108.3414961!16s%2Fg%2F11j93qhw2k!19sChIJh6qdiJshby4RwP-3IUHlABI?authuser=0&hl=id&rclk=1"
"Jembatan Desa Mindi",-6.7656418,108.3357782,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Desa+Mindi/data=!4m7!3m6!1s0x2e6f211cead43a21:0xb4082aff971888b9!8m2!3d-6.7656418!4d108.3357782!16s%2Fg%2F11gk47xtn3!19sChIJITrU6hwhby4RuYgYl_8qCLQ?authuser=0&hl=id&rclk=1"
"Jembatan Cibugang",-6.7170835,108.3294872,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Cibugang/data=!4m7!3m6!1s0x2e6ed9dcb15d4993:0x2213f98e4ea090a8!8m2!3d-6.7170835!4d108.3294872!16s%2Fg%2F11tb172015!19sChIJk0ldsdzZbi4RqJCgTo75EyI?authuser=0&hl=id&rclk=1"
"Jembatan Cikamangi Cipinang - Rajagaluh",-6.787467,108.336927,"Sumberjaya","https://www.google.com/maps/place/Jembatan+Cikamangi+Cipinang+-+Rajagaluh/data=!4m7!3m6!1s0x2e6f21003a7b4611:0x1fab123623bee71a!8m2!3d-6.787467!4d108.336927!16s%2Fg%2F11n3_149w8!19sChIJEUZ7OgAhby4RGue-IzYSqx8?authuser=0&hl=id&rclk=1"
"Jembatan anjun tdk BS dilewati mobil",-6.7674153,108.1695071,"Panyingkiran","https://www.google.com/maps/place/Jembatan+anjun+tdk+BS+dilewati+mobil/data=!4m7!3m6!1s0x2e6f2900226d05e7:0x53693080b885b284!8m2!3d-6.7674153!4d108.1695071!16s%2Fg%2F11yfz4msy7!19sChIJ5wVtIgApby4RhLKFuIAwaVM?authuser=0&hl=id&rclk=1"
"Jembatan kereta api cideres majalengka (prujakan kadipaten tanjung sari jatinangor rancaekek)",-6.7613978,108.196294,"Kasokandel","https://www.google.com/maps/place/Jembatan+kereta+api+cideres+majalengka+%28prujakan+kadipaten+tanjung+sari+jatinangor+rancaekek%29/data=!4m7!3m6!1s0x2e6f2999feb29771:0xfb030373c3045d12!8m2!3d-6.7613978!4d108.196294!16s%2Fg%2F11jh96_698!19sChIJcZey_pkpby4REl0Ew3MDA_s?authuser=0&hl=id&rclk=1"
"Eks jembatan lori jatiwangi",-6.7225938,108.2229243,"Kertajati","https://www.google.com/maps/place/Eks+jembatan+lori+jatiwangi/data=!4m7!3m6!1s0x2e6ed7006656dcd7:0x1815cc13d8a1bbbb!8m2!3d-6.7225938!4d108.2229243!16s%2Fg%2F11z5brdd75!19sChIJ19xWZgDXbi4Ru7uh2BPMFRg?authuser=0&hl=id&rclk=1"
"Dawuan Interchange",-6.688921,108.116988,"Kadipaten","https://www.google.com/maps/place/Dawuan+Interchange/data=!4m7!3m6!1s0x2e6ed5002789f1eb:0x87a98dce8b9458ef!8m2!3d-6.688921!4d108.116988!16s%2Fg%2F11w9d226pn!19sChIJ6_GJJwDVbi4R71iUi86NqYc?authuser=0&hl=id&rclk=1"
"Jembatan ciduet (padasuka)",-6.6428465,108.1435819,"Kertajati","https://www.google.com/maps/place/Jembatan+ciduet+%28padasuka%29/data=!4m7!3m6!1s0x2e6ed100350ff0d1:0x17911c915ccf44cd!8m2!3d-6.6428465!4d108.1435819!16s%2Fg%2F11yzvx13rs!19sChIJ0fAPNQDRbi4RzUTPXJEckRc?authuser=0&hl=id&rclk=1"
"Jembatan cikutu",-6.6425628,108.1397685,"Kertajati","https://www.google.com/maps/place/Jembatan+cikutu/data=!4m7!3m6!1s0x2e6ed30037d7c5d3:0x141d8b52a7ec28d3!8m2!3d-6.6425628!4d108.1397685!16s%2Fg%2F11yzw1mg76!19sChIJ08XXNwDTbi4R0yjsp1KLHRQ?authuser=0&hl=id&rclk=1"
"Sasak Tol Ciseureuh",-6.6987463,108.2965312,"Ligung","https://www.google.com/maps/place/Sasak+Tol+Ciseureuh/data=!4m7!3m6!1s0x2e6ed9000d0bece9:0xfe905149960afef0!8m2!3d-6.6987463!4d108.2965312!16s%2Fg%2F11vzf5ljzx!19sChIJ6ewLDQDZbi4R8P4KlklRkP4?authuser=0&hl=id&rclk=1"
"JEMBATAN MEKAR BUDI",-6.7320056,108.3491116,"Sumberjaya","https://www.google.com/maps/place/JEMBATAN+MEKAR+BUDI/data=!4m7!3m6!1s0x2e6edf41f161265b:0x8b5c28d6561a794b!8m2!3d-6.7320056!4d108.3491116!16s%2Fg%2F11j3b81k5f!19sChIJWyZh8UHfbi4RS3kaVtYoXIs?authuser=0&hl=id&rclk=1"
"Sasak Leuwinagara",-6.7139159,108.3020489,"Leuwimunding","https://www.google.com/maps/place/Sasak+Leuwinagara/data=!4m7!3m6!1s0x2e6ed9006363ba8d:0xc6f156dd87c40759!8m2!3d-6.7139159!4d108.3020489!16s%2Fg%2F11w3p0sdjp!19sChIJjbpjYwDZbi4RWQfEh91W8cY?authuser=0&hl=id&rclk=1"
"Sasak Desa",-6.7122587,108.30237,"Leuwimunding","https://www.google.com/maps/place/Sasak+Desa/data=!4m7!3m6!1s0x2e6ed90040d718f7:0x58123057a29dedd3!8m2!3d-6.7122587!4d108.30237!16s%2Fg%2F11vwz2rzw3!19sChIJ9xjXQADZbi4R0-2dolcwElg?authuser=0&hl=id&rclk=1"
"Sasak Pa Acil",-6.7103884,108.3029618,"Leuwimunding","https://www.google.com/maps/place/Sasak+Pa+Acil/data=!4m7!3m6!1s0x2e6ed9003972c3f7:0x9c72f9c848895a2b!8m2!3d-6.7103884!4d108.3029618!16s%2Fg%2F11vwzg4sn7!19sChIJ98NyOQDZbi4RK1qJSMj5cpw?authuser=0&hl=id&rclk=1"
"Sasak Pa Akun",-6.7146139,108.3030788,"Leuwimunding","https://www.google.com/maps/place/Sasak+Pa+Akun/data=!4m7!3m6!1s0x2e6ed90033c0a41b:0x821c597870e8f7bb!8m2!3d-6.7146139!4d108.3030788!16s%2Fg%2F11vwz2r2m0!19sChIJG6TAMwDZbi4Ru_focHhZHII?authuser=0&hl=id&rclk=1"
"PUSAT JAJANAN JEMBATAN TOL TEGAL AREN",-6.711966,108.2689541,"Ligung","https://www.google.com/maps/place/PUSAT+JAJANAN+JEMBATAN+TOL+TEGAL+AREN/data=!4m7!3m6!1s0x2e6ed900198082d3:0xe17ce714c5d23dcb!8m2!3d-6.711966!4d108.2689541!16s%2Fg%2F11xyjhl8r9!19sChIJ04KAGQDZbi4Ryz3SxRTnfOE?authuser=0&hl=id&rclk=1"
"Jembatan lalu-lintas",-6.8445106,108.3189925,"Sindang","https://www.google.com/maps/place/Jembatan+lalu-lintas/data=!4m7!3m6!1s0x2e6f25c72e1c038f:0xacef423241d57f88!8m2!3d-6.8445106!4d108.3189925!16s%2Fg%2F11k431vx_6!19sChIJjwMcLsclby4RiH_VQTJC76w?authuser=0&hl=id&rclk=1"
"Arnes Shuttle Tonjong Majalengka",-6.8334985,108.2429564,"Majalengka","https://www.google.com/maps/place/Arnes+Shuttle+Tonjong+Majalengka/data=!4m7!3m6!1s0x2e6f25b19e4287cd:0xbe1d3d3f8930c17f!8m2!3d-6.8334985!4d108.2429564!16s%2Fg%2F11ff1xvpv6!19sChIJzYdCnrElby4Rf8EwiT89Hb4?authuser=0&hl=id&rclk=1"
"Lapang Pasar Lama",-6.8336383,108.2388131,"Majalengka","https://www.google.com/maps/place/Lapang+Pasar+Lama/data=!4m7!3m6!1s0x2e6f25595a1c0fcb:0xed2e6ecee0e73cf7!8m2!3d-6.8336383!4d108.2388131!16s%2Fg%2F11fm4wk7gh!19sChIJyw8cWlklby4R9zzn4M5uLu0?authuser=0&hl=id&rclk=1"
"Sasak Cihieum",-7.0144829,108.2280182,"Malausma","https://www.google.com/maps/place/Sasak+Cihieum/data=!4m7!3m6!1s0x2e6f3765a66cd803:0xb341fa6d10250500!8m2!3d-7.0144829!4d108.2280182!16s%2Fg%2F11f15h5qnx!19sChIJA9hspmU3by4RAAUlEG36QbM?authuser=0&hl=id&rclk=1"
"JEMBATAN CIKADONGDONG PERBATASAN CIPINANG RAJAGALUH",-6.7856306,108.340032,"Sumberjaya","https://www.google.com/maps/place/JEMBATAN+CIKADONGDONG+PERBATASAN+CIPINANG+RAJAGALUH/data=!4m7!3m6!1s0x2e6f2193e18ae457:0xb78df69196cf9937!8m2!3d-6.7856306!4d108.340032!16s%2Fg%2F11llf7zx08!19sChIJV-SK4ZMhby4RN5nPlpH2jbc?authuser=0&hl=id&rclk=1"
"Jembatan Singawada",-6.7948828,108.3494645,"Sindangwangi","https://www.google.com/maps/place/Jembatan+Singawada/data=!4m7!3m6!1s0x2e6f212ea7abe4bb:0xd60c1ede0a5d8a37!8m2!3d-6.7948828!4d108.3494645!16s%2Fg%2F11hzc11m_2!19sChIJu-Srpy4hby4RN4pdCt4eDNY?authuser=0&hl=id&rclk=1"
"Murunyuy",-6.8054689,108.3256432,"Rajagaluh","https://www.google.com/maps/place/Murunyuy/data=!4m7!3m6!1s0x2e6f2701c1f467eb:0x916bb2456f4b9749!8m2!3d-6.8054689!4d108.3256432!16s%2Fg%2F11kxd_40kz!19sChIJ62f0wQEnby4RSZdLb0Wya5E?authuser=0&hl=id&rclk=1"
"Wisata Situ Cipanten",-6.8232097,108.3276015,"Rajagaluh","https://www.google.com/maps/place/Wisata+Situ+Cipanten/data=!4m7!3m6!1s0x2e6f2406b0ed6805:0x86493d5c4d863bc5!8m2!3d-6.8232097!4d108.3276015!16s%2Fg%2F11bz_1mnhf!19sChIJBWjtsAYkby4RxTuGTVw9SYY?authuser=0&hl=id&rclk=1"
"Jembatan Biru",-6.8057724,108.4004895,"Sindangwangi","https://www.google.com/maps/place/Jembatan+Biru/data=!4m7!3m6!1s0x2e6f218d8489a71d:0x66a11752b23c1f5a!8m2!3d-6.8057724!4d108.4004895!16s%2Fg%2F11fz0vv1gv!19sChIJHaeJhI0hby4RWh88slIXoWY?authuser=0&hl=id&rclk=1"
"Bendungan Sindangpano",-6.8101227,108.3606058,"Sindangwangi","https://www.google.com/maps/place/Bendungan+Sindangpano/data=!4m7!3m6!1s0x2e6f2166c01d7f6f:0xf012289bc5ff99b4!8m2!3d-6.8101227!4d108.3606058!16s%2Fg%2F11c1_vs7ll!19sChIJb38dwGYhby4RtJn_xZsoEvA?authuser=0&hl=id&rclk=1"
"Djts Detissa Jaya Tiga Saudara",-6.7353716,108.3254948,"Sumberjaya","https://www.google.com/maps/place/Djts+Detissa+Jaya+Tiga+Saudara/data=!4m7!3m6!1s0x2e6ed92335fa3cbb:0xf25e498802a8bd5a!8m2!3d-6.7353716!4d108.3254948!16s%2Fg%2F11fn98kc_7!19sChIJuzz6NSPZbi4RWr2oAohJXvI?authuser=0&hl=id&rclk=1"
"JEMBATAN PAKUWON",-6.7333434,108.3484658,"Sumberjaya","https://www.google.com/maps/place/JEMBATAN+PAKUWON/data=!4m7!3m6!1s0x2e6edfd9e831148b:0xe0c1d63961ab5300!8m2!3d-6.7333434!4d108.3484658!16s%2Fg%2F11j39m7v_g!19sChIJixQx6Nnfbi4RAFOrYTnWweA?authuser=0&hl=id&rclk=1"
"Jembatan careuy tarikolot~mirat",-6.7407192,108.3479458,"Sumberjaya","https://www.google.com/maps/place/Jembatan+careuy+tarikolot~mirat/data=!4m7!3m6!1s0x2e6f212c1a341b69:0x2b6a87c9ba5862e9!8m2!3d-6.7407192!4d108.3479458!16s%2Fg%2F11kqw0xtzv!19sChIJaRs0Giwhby4R6WJYusmHais?authuser=0&hl=id&rclk=1"
