Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KFN8DPJYWX6N2FY7W1FWSF4B,64135493,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Bagian Umum (Jamuan Makan dan Snack Rapat),ON PROCESS,9975000,9975000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786424000,65480888,2026,Non Tender,APBD,CV.ADIBRATA JAYA PERSADA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Babakan - Palasah (Opsen PKB)),SELESAI,199027541,199027541
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768479000,64817295,2026,Non Tender,APBD,CV. YAD JAYA PERKASA,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Jaringan Irigasi Sal. Cikawung, Bahan Pemeliharaan Jaringan Irigasi Sal. Cikubang, Bahan Pemeliharaan Jaringan Irigasi Sal. Cileungsir) pada UPTD SDA Talaga",SELESAI,52335844,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH8G5P9KQ51QVR4NM12G7ZJE,64935646,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Makan Rapat Koordinasi dan Penyusunan DPA-SKPD),ON PROCESS,3000000,3000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10796028000,65898645,2026,Non Tender,APBD,TRILOKA UTAMA KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Rajagaluh - Payung),SELESAI,298252730,298252730
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786810000,65898252,2026,Non Tender,APBD,CV MEGA HEKSA DJAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Tonjong - Cicenang),SELESAI,398572379,398572379
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10796866000,65480213,2026,Non Tender,APBD,CV. INTI RAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Akses Wisata Cadas Gantung (Mirat)),BERLANGSUNG,199364869,199364869
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10818803000,63474881,2026,Non Tender,APBD,CV. SAMUDRA BERKAH ABADI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Rehabilitasi Jembatan Dukuhdomba),BERLANGSUNG,159545907,159545907
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786829000,63179303,2026,Non Tender,APBD,CV MEGA HEKSA DJAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat ( Pemeliharaan Jalan Babakan Desa Talaga Kulon),SELESAI,199326831,199326831
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2JP5CEN67J2PDM2CJEC2ZM,64818332,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Bantarujeg Minyak Pelumas Oli dan Oli Samping),ON PROCESS,2907000,2907000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10787694000,65474307,2026,Non Tender,APBD,CV. SUKMA KARYA SEJATI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Pemeliharaan Jalan Desa Bantrangsana),SELESAI,198978600,198978600
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10773802000,63513943,2026,Non Tender,APBD,DEEPA TIMIRA,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Talaga (Tahap 2)),SELESAI,99384316,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KP9YF8C94E99JBFA1R7808QY,66350939,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Jamuan Makan Rapat dan Snack Rapat Bagian Umum),ON PROCESS,2375000,2375000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786312000,65565430,2026,Non Tender,APBD,CV. INTI RAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Kehutanan),SELESAI,298041424,298041424
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10787814000,65567646,2026,Non Tender,APBD,CV. MAJA CIPTA SARANA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Leuwilenggik - Dukuh Asem),SELESAI,199267312,199267312
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGEJFPHKMM273FFN4HK9J4JD,64679513,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Alat Tulis Kantor,PAYMENT OUTSIDE SYSTEM,128000,128000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10775872000,64680537,2026,Non Tender,APBD,CV. AUDI JAYA,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pembangunan Bangunan Ukur Mata Air Sugih Desa Talaga Wetan Kec. Talaga),SELESAI,62797029,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10815672000,65892537,2026,Non Tender,APBD,CV. ESA PRATAMA MANUNGGAL,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Padarek - Sinargalih),BERLANGSUNG,199433045,199433045
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10787639000,65573207,2026,Non Tender,APBD,CV. INTI RAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Leuwumunding - Palasah (Opsen PKB)),SELESAI,398296037,398296037
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10795984000,65483129,2026,Non Tender,APBD,CV. MENTARI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Cidulang - Citaman),SELESAI,398654913,398654913
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGEK5CD5K5ADG01EQGNA6FHK,64679509,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Alat Tulis Kantor,PAYMENT OUTSIDE SYSTEM,248000,248000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10815990000,65482930,2026,Non Tender,APBD,VIRGO,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Cibodas - Candana (Opsen PKB)),BERLANGSUNG,398128643,398128643
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2JXY4N7052MGXF2APEV3CM,64818856,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Jatitujuh Minyak Pelumas Oli dan Oli Samping),ON PROCESS,3888000,3888000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768569000,64813827,2026,Non Tender,APBD,CV. YAD JAYA PERKASA,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Saluran Irigasi Cijaringao, Bahan Pemeliharaan Saluran Irigasi Cikarikil, Bahan Pemeliharaan Saluran Ciputri, Bahan Pemeliharaan Saluran Irigasi Nursalim) pada UPTD SDA Rajagaluh",SELESAI,54173472,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10767946000,63496936,2026,Non Tender,APBD,DEEPA TIMIRA,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Jatiwangi (Tahap 1)),SELESAI,99366090,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10799243000,65894969,2026,Non Tender,APBD,CV. KARMILA RAHAYU,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Payung - Bantaragung),SELESAI,199064547,199064547
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2KB83HTGS9ZFQEPWKVCMY6,64821049,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Rajagaluh Minyak Pelumas Oli dan Oli Samping),ON PROCESS,2715000,2715000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10820582000,66021081,2026,Non Tender,APBD,RESA JAYA MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sukajadi - Kepuh),BERLANGSUNG,198943385,198943385
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10787850000,65481634,2026,Non Tender,APBD,cv dharmawan jaya,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Baturuyuk - Balida),SELESAI,198981875,198981875
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KJ99687WKPQT31ZX5Z7JZHAM,65256406,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor - Alat Listrik,ON PROCESS,5200000,5200000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786803000,65896968,2026,Non Tender,APBD,niwaya construction,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Rajagaluh - Singawada),SELESAI,398617497,398617497
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2JSMSCYF41ZBDDA7RGBENM,64818539,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Dawuan Oli Samping),ON PROCESS,405000,405000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10767756000,63494266,2026,Non Tender,APBD,CV. DINAMIS,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Bantarujeg (Tahap 1),SELESAI,99352415,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10786326000,65893866,2026,Non Tender,APBD,CV. NADYA KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Panjalin - Cidenok),SELESAI,198707915,198707915
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KJS7DRM55YN8PE1Z1FSE9Y27,65134654,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang," Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak - Penyediaan Spanduk dan Backdrop / Baligo (Sub Kegiatan Penyediaan Barang Cetakan dan Penggandaan)",ON PROCESS,600000,600000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10820254000,65476512,2026,Non Tender,APBD,niwaya construction,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Pemeliharaan Jalan Rajagaluh Kidul - Kumbung),BERLANGSUNG,199300488,199300488
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10790491000,65953873,2026,Non Tender,APBD,VIRGO,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sumurugul - Kumbung),SELESAI,198981014,198981014
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10773808000,63511683,2026,Non Tender,APBD,CV SAMUDRA INTILAND,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi ( Belanja Bahan Untuk Unit Reaksi Cepat UPTD Maja (Tahap 2)),SELESAI,99317139,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10787724000,65567845,2026,Non Tender,APBD,CV. MAJA CIPTA SARANA,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Leuwilenggik - Sindangkasih),SELESAI,199261440,199261440
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10114050000,63433384,2026,Tender,APBD,cv.maya persada,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Modal Jalan Kabupaten (Jasa Konsultan Pengawas Kegiatan Kontraktual (Penugasan) - Tematik 00),SELESAI,400821000,400821000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KJ98W9VJGQQHEHT5EGHX6FCD,65883976,2026,E-Katalog 6.0,APBD,AILSA NANDA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat - Makanan dan Minuman Tamu,ON PROCESS,1999954,1999954
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGEJPVAFB4CBQ4CHA7HJWKWS,64679511,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,75000,75000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10766312000,64670787,2026,Non Tender,APBD,PT. DENICONT ANUGERAH PRATAMA,Pengadaan Langsung,Jasa Lainnya,Beban Jasa Penyelenggaraan Acara,SELESAI,99722400,99722400
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10797438000,65899329,2026,Non Tender,APBD,CV. MAJU BERSAMA 94,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sukahaji - Pinangraja),SELESAI,298865323,298865323
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGEJKAMEJWEYE9QH2RN1RTN6,64679510,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Alat Tulis Kantor,PAYMENT OUTSIDE SYSTEM,680000,680000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGK1HYWZQSWVRQ8WENPZRHQP,65027453,2026,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Penyediaan Barang Cetakan - Sub Kegiatan Penyediaan Barang Cetakan dan Penggandaan),ON PROCESS,26040000,26040000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH8GFJPBWFNXA2DDS6N7N5SW,64934812,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Bahan Cetak (Belanja Foto Copy Koordinasi dan Penyusunan DPA-SKPD),ON PROCESS,1800000,1800000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGEJB8HNC6H94F2PQ1SN0T29,64679517,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Bahan Cetak,PAYMENT OUTSIDE SYSTEM,2000000,2000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10797547000,65657287,2026,Non Tender,APBD,CV. ESA PRATAMA MANUNGGAL,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Mekarraharja - Campaga),BERLANGSUNG,198985005,198985005
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768767000,64812312,2026,Non Tender,APBD,CV. CIFAS,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Saluran Cicabe 1, Bahan Pemeliharaan Saluran Cicabe 2, Bahan Pemeliharaan Saluran Tarisi 1, Bahan Pemeliharaan Saluran Jawura 2) pada UPTD SDA Jatitujuh",SELESAI,52441728,0
